LSOA11CD,population,IMD score
E01001015,1491.0,24.3
E01001016,1751.0,14.4
E01001017,1583.0,8.0
E01001018,1607.0,6.4
E01001019,1486.0,5.4
E01001020,1662.0,8.4
E01001021,1398.0,35.5
E01001022,1401.0,9.3
E01001023,2039.0,23.4
E01001024,1322.0,8.9
E01001025,1249.0,6.2
E01001026,1888.0,12.7
E01001027,1177.0,10.5
E01001028,1565.0,6.2
E01001029,1645.0,15.0
E01001030,1389.0,7.3
E01001031,1443.0,6.9
E01001032,1418.0,3.8
E01001033,1733.0,14.5
E01001034,1612.0,14.8
E01001035,1930.0,18.4
E01001036,1556.0,12.0
E01001037,1492.0,20.4
E01001038,1952.0,18.5
E01001039,1533.0,8.6
E01001040,1835.0,15.2
E01001041,1919.0,21.1
E01001042,2275.0,36.6
E01001043,2650.0,31.5
E01001044,2013.0,10.2
E01001045,1825.0,35.8
E01001046,1810.0,9.8
E01001047,1895.0,22.1
E01001048,2015.0,28.9
E01001049,1500.0,12.3
E01001050,1756.0,22.0
E01001051,1608.0,39.1
E01001052,1389.0,42.1
E01001053,1528.0,32.4
E01001054,1721.0,34.9
E01001055,1535.0,38.9
E01001056,1821.0,37.9
E01001057,1969.0,40.5
E01001058,1285.0,11.6
E01001059,1443.0,15.2
E01001060,1582.0,20.5
E01001061,1534.0,23.7
E01001062,1469.0,9.9
E01001063,1525.0,6.9
E01001064,1607.0,12.8
E01001065,1401.0,15.9
E01001066,1367.0,38.9
E01001067,1638.0,7.0
E01001068,1918.0,17.3
E01001069,1352.0,9.8
E01001070,1803.0,14.5
E01001071,1924.0,12.9
E01001072,1495.0,8.2
E01001073,1518.0,16.3
E01001074,2131.0,18.3
E01001075,1694.0,11.6
E01001076,1790.0,36.2
E01001077,1309.0,18.5
E01001078,1464.0,36.0
E01001079,1742.0,34.0
E01001080,1768.0,49.6
E01001081,1475.0,34.6
E01001082,1534.0,33.0
E01001083,1694.0,13.4
E01001084,1930.0,14.0
E01001085,1820.0,18.6
E01001086,1724.0,16.7
E01001087,2995.0,24.0
E01001088,1761.0,16.1
E01001089,1974.0,28.7
E01001090,2501.0,23.4
E01001091,1647.0,15.4
E01001092,1862.0,19.8
E01001093,1852.0,11.7
E01001094,1541.0,8.5
E01001095,1531.0,16.3
E01001096,1393.0,7.1
E01001097,2594.0,22.4
E01001098,1402.0,7.5
E01001099,1489.0,19.7
E01001100,1436.0,8.8
E01001101,1319.0,5.1
E01001102,1598.0,7.1
E01001103,1612.0,7.2
E01001104,1625.0,5.8
E01001105,1723.0,20.8
E01001106,1527.0,12.6
E01001107,1656.0,7.0
E01001108,1774.0,5.1
E01001109,2355.0,32.1
E01001110,1966.0,43.0
E01001111,1630.0,28.5
E01001112,2004.0,30.4
E01001113,1883.0,28.4
E01001114,1481.0,41.5
E01001115,1651.0,44.4
E01001116,1345.0,28.9
E01001117,3431.0,27.5
E01001118,2019.0,40.5
E01001119,1337.0,8.9
E01001120,1278.0,10.0
E01001121,1347.0,7.2
E01001122,1626.0,9.5
E01001123,1534.0,9.2
E01001124,1475.0,5.8
E01001125,1624.0,12.1
E01001126,1410.0,6.8
E01001127,1471.0,9.4
E01001128,1643.0,34.9
E01001129,1341.0,4.6
E01001130,1778.0,37.2
E01001131,1581.0,12.7
E01001132,1537.0,9.3
E01001133,1496.0,11.3
E01001134,1684.0,9.9
E01001135,1622.0,8.6
E01001136,2234.0,32.9
E01001137,2140.0,23.5
E01001138,1556.0,18.6
E01001139,1643.0,19.6
E01001140,1642.0,21.7
E01001141,1288.0,27.5
E01001142,1831.0,21.4
E01001143,2207.0,30.2
E01001144,1615.0,37.1
E01001145,2012.0,39.9
E01001146,1559.0,19.7
E01001147,1777.0,34.0
E01001148,1701.0,23.2
E01001149,1607.0,16.1
E01001150,1722.0,20.5
E01001151,1805.0,40.8
E01001152,1770.0,37.2
E01001153,1503.0,22.7
E01001154,1997.0,28.9
E01001155,1880.0,43.8
E01001156,1770.0,26.2
E01001157,1797.0,18.2
E01001158,1690.0,20.4
E01001159,2023.0,14.5
E01001160,2104.0,13.7
E01001161,1720.0,42.6
E01001162,1886.0,28.4
E01001163,2001.0,16.3
E01001164,2168.0,20.5
E01001165,1819.0,24.2
E01001166,2045.0,32.1
E01001167,2205.0,21.8
E01001168,1832.0,21.2
E01001169,1715.0,32.7
E01001170,2241.0,27.1
E01001171,1831.0,24.6
E01001172,2046.0,43.1
E01001173,2939.0,19.8
E01001174,1599.0,22.5
E01001175,1795.0,30.6
E01001176,1935.0,22.7
E01001177,1602.0,31.6
E01001178,1567.0,58.2
E01001179,1634.0,20.7
E01001180,1899.0,27.8
E01001181,2166.0,42.4
E01001182,1421.0,21.7
E01001183,1822.0,24.1
E01001184,1255.0,16.9
E01001185,1609.0,20.0
E01001186,1828.0,29.1
E01001187,2095.0,20.6
E01001188,1994.0,28.2
E01001189,1168.0,17.7
E01001190,1457.0,27.4
E01001191,2014.0,34.9
E01001192,1704.0,27.8
E01001193,1639.0,34.4
E01001194,1675.0,18.3
E01001195,1913.0,14.0
E01001196,1698.0,38.0
E01001197,1882.0,22.6
E01001198,1538.0,14.8
E01001199,1694.0,22.3
E01001200,1471.0,16.0
E01001201,1541.0,17.6
E01001202,2303.0,33.8
E01001203,1659.0,32.8
E01001204,1472.0,13.7
E01001205,1577.0,31.0
E01001206,1352.0,42.3
E01001207,1634.0,16.2
E01001208,1255.0,11.8
E01001209,1552.0,7.1
E01001210,1711.0,50.7
E01001211,1626.0,10.4
E01001212,1678.0,13.5
E01001213,1994.0,28.2
E01001214,1728.0,15.9
E01001215,1817.0,30.2
E01001216,1638.0,22.2
E01001217,1403.0,16.1
E01001218,1837.0,36.3
E01001219,1891.0,36.0
E01001220,1298.0,47.7
E01001221,1361.0,24.1
E01001222,2743.0,21.9
E01001223,1509.0,11.7
E01001224,1465.0,9.1
E01001225,1644.0,21.7
E01001226,1347.0,13.4
E01001227,1500.0,10.3
E01001228,1778.0,11.4
E01001229,1448.0,30.2
E01001230,1375.0,21.3
E01001231,1891.0,13.8
E01001232,1470.0,23.8
E01001233,1357.0,23.8
E01001234,1356.0,22.9
E01001235,1682.0,14.2
E01001236,1427.0,16.3
E01001237,1468.0,17.0
E01001238,1677.0,24.5
E01001239,1457.0,32.7
E01001240,1672.0,20.5
E01001241,1685.0,22.2
E01001242,1399.0,26.9
E01001243,2562.0,25.4
E01001244,2876.0,28.9
E01001245,2054.0,15.4
E01001246,1703.0,32.0
E01001247,2364.0,21.3
E01001248,1423.0,17.4
E01001249,2257.0,41.5
E01001250,1989.0,37.1
E01001251,1613.0,18.7
E01001252,2119.0,25.7
E01001253,1842.0,15.6
E01001254,1580.0,14.6
E01001255,1554.0,13.5
E01001257,1792.0,40.8
E01001258,1590.0,15.9
E01001259,1383.0,20.1
E01001260,1847.0,20.7
E01001261,2204.0,22.7
E01001262,1555.0,31.3
E01001263,1726.0,34.5
E01001264,1608.0,24.4
E01001265,1613.0,20.6
E01001266,1714.0,16.1
E01001267,1939.0,31.8
E01001268,1587.0,18.5
E01001269,1996.0,13.6
E01001270,1624.0,15.7
E01001271,1795.0,16.9
E01001272,1541.0,19.1
E01001273,1640.0,9.5
E01001274,1799.0,8.5
E01001275,2045.0,19.0
E01001276,1891.0,20.6
E01001277,1962.0,17.5
E01001278,2077.0,23.8
E01001279,1472.0,7.2
E01001280,1830.0,13.7
E01001281,1472.0,7.5
E01001282,1429.0,35.0
E01001283,1395.0,40.1
E01001284,1510.0,15.8
E01001285,1657.0,23.2
E01001286,1542.0,23.5
E01001287,1352.0,31.2
E01001288,1428.0,16.0
E01001289,1268.0,15.5
E01001290,1785.0,12.7
E01001291,1534.0,19.4
E01001292,1507.0,13.9
E01001293,1467.0,17.4
E01001294,1895.0,22.5
E01001295,1654.0,17.2
E01001296,1330.0,22.0
E01001297,1644.0,23.4
E01001298,1737.0,28.0
E01001299,1655.0,8.0
E01001300,1554.0,8.9
E01001301,1684.0,20.0
E01001302,1565.0,11.7
E01001303,1614.0,9.9
E01001304,1579.0,14.1
E01001305,1574.0,7.7
E01001306,1616.0,8.3
E01001307,1824.0,11.1
E01001308,1958.0,11.4
E01001309,1758.0,15.1
E01001310,1762.0,18.6
E01001311,2182.0,28.9
E01001312,1785.0,16.7
E01001313,1581.0,13.7
E01001314,1547.0,11.0
E01001315,1350.0,18.3
E01001316,1499.0,31.8
E01001317,1951.0,26.5
E01001318,1670.0,36.0
E01001319,1432.0,18.0
E01001320,1506.0,41.6
E01001321,2031.0,26.1
E01001322,1835.0,23.9
E01001323,1842.0,23.1
E01001324,1681.0,33.5
E01001325,1706.0,26.6
E01001326,1733.0,33.1
E01001327,1750.0,30.8
E01001328,1744.0,33.6
E01001329,1756.0,24.1
E01001330,1683.0,42.9
E01001331,1574.0,37.3
E01001332,1471.0,39.9
E01001333,2282.0,39.7
E01001334,1542.0,41.2
E01001335,1674.0,20.9
E01001336,1534.0,24.9
E01001337,1668.0,35.7
E01001338,1698.0,27.2
E01001339,1573.0,35.6
E01001340,1888.0,38.0
E01001341,1740.0,12.8
E01001342,1890.0,14.8
E01001343,1454.0,15.4
E01001344,2279.0,18.4
E01001345,1734.0,17.5
E01001346,1864.0,12.0
E01001347,1795.0,18.7
E01001348,1577.0,19.4
E01001349,1392.0,33.6
E01001350,1445.0,16.2
E01001351,1850.0,28.0
E01001352,1585.0,15.2
E01001353,1407.0,23.4
E01001354,2056.0,22.2
E01001355,1735.0,24.5
E01001356,1624.0,45.9
E01001357,1563.0,42.0
E01001358,1522.0,45.8
E01001359,2254.0,24.9
E01001360,2026.0,29.1
E01001361,2161.0,34.2
E01001362,2191.0,29.2
E01001363,1738.0,26.2
E01001364,1573.0,42.2
E01001365,2211.0,28.0
E01001366,1936.0,28.5
E01001367,2281.0,30.3
E01001368,1676.0,28.9
E01001369,2007.0,24.9
E01001370,2033.0,25.9
E01001371,2241.0,27.1
E01001372,2272.0,31.0
E01001373,1797.0,26.3
E01001374,1877.0,11.2
E01001375,1580.0,5.5
E01001376,1624.0,23.9
E01001377,1741.0,8.2
E01001379,1594.0,6.5
E01001380,1870.0,12.5
E01001381,1991.0,18.0
E01001382,1370.0,8.4
E01001383,1617.0,11.6
E01001384,1589.0,9.8
E01001385,1667.0,8.6
E01001386,1642.0,9.9
E01001387,1484.0,16.5
E01001388,1401.0,34.8
E01001389,1690.0,21.1
E01001390,2051.0,10.5
E01001391,2049.0,25.6
E01001392,1892.0,10.7
E01001393,2132.0,19.1
E01001394,1935.0,27.0
E01001395,1662.0,35.3
E01001396,1646.0,19.0
E01001397,2339.0,24.6
E01001398,1342.0,9.2
E01001399,1387.0,11.2
E01001400,1603.0,10.4
E01001401,1341.0,12.4
E01001402,1970.0,9.0
E01001403,1653.0,15.9
E01001404,1542.0,19.2
E01001405,1897.0,12.1
E01001406,1595.0,24.5
E01001407,1722.0,18.5
E01001408,1671.0,16.7
E01001409,1822.0,34.9
E01001410,2008.0,45.5
E01001411,1896.0,13.4
E01001412,1757.0,28.4
E01001413,1513.0,7.8
E01001414,1558.0,42.8
E01001415,2033.0,15.5
E01001416,1676.0,7.7
E01001417,1812.0,8.3
E01001418,1668.0,21.1
E01001419,2109.0,15.2
E01001420,1641.0,26.4
E01001421,1711.0,26.7
E01001422,1624.0,7.9
E01001423,2014.0,31.8
E01001424,1236.0,45.7
E01001425,2186.0,48.2
E01001426,1982.0,41.0
E01001427,1660.0,42.6
E01001428,1871.0,38.1
E01001429,2630.0,46.4
E01001430,1778.0,42.1
E01001431,1889.0,43.3
E01001432,2161.0,39.6
E01001433,1988.0,36.1
E01001434,1638.0,28.2
E01001435,1487.0,26.2
E01001436,1952.0,28.6
E01001437,2564.0,38.8
E01001438,1752.0,34.9
E01001439,2369.0,35.3
E01001440,1696.0,30.6
E01001441,1713.0,37.1
E01001442,1846.0,44.5
E01001444,1871.0,22.8
E01001445,3133.0,29.8
E01001446,1853.0,27.9
E01001447,2115.0,42.8
E01001448,2011.0,30.2
E01001449,1734.0,29.4
E01001450,2526.0,21.4
E01001451,1566.0,16.8
E01001452,1345.0,11.4
E01001453,1826.0,6.2
E01001454,1730.0,9.1
E01001455,1502.0,11.2
E01001456,1365.0,5.7
E01001457,1688.0,13.9
E01001458,1932.0,40.3
E01001459,1742.0,23.8
E01001460,2076.0,38.3
E01001461,1861.0,40.0
E01001462,1537.0,35.1
E01001463,1664.0,22.7
E01001464,1364.0,38.3
E01001465,1617.0,24.4
E01001466,1906.0,28.3
E01001467,1899.0,26.5
E01001468,1322.0,29.8
E01001469,1682.0,23.3
E01001470,1618.0,10.6
E01001471,1878.0,17.4
E01001472,1765.0,13.8
E01001473,1495.0,16.0
E01001474,1905.0,13.1
E01001475,1694.0,7.3
E01001476,1847.0,28.0
E01001477,1965.0,35.0
E01001478,1564.0,25.9
E01001479,1920.0,33.3
E01001480,1639.0,30.6
E01001481,1772.0,26.5
E01001482,1974.0,38.5
E01001483,1345.0,53.7
E01001484,1380.0,24.5
E01001485,2040.0,37.1
E01001486,2268.0,41.5
E01001487,2108.0,35.0
E01001488,2071.0,30.5
E01001489,2107.0,30.9
E01001491,2135.0,32.8
E01001492,2160.0,32.0
E01001493,1869.0,29.2
E01001494,1491.0,15.5
E01001495,1877.0,12.5
E01001496,1700.0,14.3
E01001497,1500.0,23.5
E01001498,2028.0,17.4
E01001499,1596.0,24.0
E01001500,1596.0,19.8
E01001501,2238.0,26.3
E01001502,1911.0,31.2
E01001503,1966.0,28.2
E01001504,1548.0,30.3
E01001505,1679.0,33.6
E01001506,1574.0,38.7
E01001507,2118.0,40.5
E01001508,2327.0,31.9
E01001509,1885.0,34.3
E01001510,585.0,47.2
E01001511,1799.0,21.9
E01001512,2267.0,18.4
E01001513,1942.0,33.4
E01001514,1894.0,21.7
E01001515,1980.0,37.1
E01001516,1911.0,28.9
E01001517,2014.0,48.7
E01001518,1847.0,22.4
E01001519,3203.0,13.2
E01001520,1777.0,17.4
E01001521,2028.0,8.9
E01001522,2050.0,14.1
E01001523,1801.0,8.8
E01001524,1637.0,21.1
E01001525,2028.0,16.8
E01001526,1644.0,10.2
E01001527,1712.0,15.8
E01001528,1495.0,34.9
E01001529,1743.0,32.2
E01001530,1800.0,20.5
E01001531,1527.0,8.4
E01001532,1697.0,8.5
E01001533,1409.0,7.1
E01001534,1740.0,11.2
E01001535,1398.0,14.4
E01001536,1930.0,18.8
E01001537,1725.0,11.6
E01001538,1585.0,11.1
E01001539,1593.0,15.2
E01001540,1837.0,14.3
E01001541,1549.0,9.7
E01001542,1635.0,18.6
E01001543,1611.0,9.6
E01001544,1630.0,9.6
E01001545,1942.0,45.5
E01001546,1912.0,27.9
E01001547,2195.0,29.2
E01001548,2033.0,32.1
E01001549,2130.0,42.9
E01001550,1760.0,36.0
E01001551,1734.0,42.1
E01001552,1971.0,26.4
E01001553,1753.0,38.3
E01001554,1907.0,42.0
E01001555,2428.0,34.7
E01001556,1659.0,19.3
E01001557,1870.0,30.2
E01001558,1843.0,39.7
E01001559,2347.0,41.1
E01001560,1695.0,34.5
E01001562,2287.0,46.6
E01001563,1695.0,16.6
E01001564,1672.0,10.3
E01001565,1812.0,16.3
E01001566,1605.0,13.9
E01001567,1570.0,6.3
E01001568,1464.0,9.8
E01001569,1989.0,10.4
E01001570,1938.0,17.9
E01001571,1791.0,17.9
E01001572,1933.0,15.5
E01001573,1532.0,15.7
E01001574,2073.0,39.3
E01001575,1638.0,47.5
E01001576,1839.0,39.5
E01001577,2085.0,33.6
E01001578,2378.0,26.8
E01001579,1637.0,37.7
E01001580,1725.0,10.8
E01001581,1583.0,20.4
E01001582,1527.0,23.3
E01001583,1619.0,13.5
E01001584,1547.0,8.8
E01001585,1454.0,12.9
E01001586,1382.0,24.1
E01001587,2284.0,12.1
E01001588,1678.0,36.0
E01001589,1869.0,27.7
E01001590,1826.0,18.3
E01001591,2092.0,31.7
E01001592,1830.0,14.7
E01001593,1735.0,11.4
E01001594,1989.0,36.3
E01001595,2222.0,23.2
E01001596,1628.0,9.4
E01001597,1570.0,15.2
E01001598,1567.0,14.2
E01001599,1780.0,17.4
E01001600,1567.0,13.5
E01001601,1509.0,11.0
E01001602,2039.0,32.4
E01001603,1807.0,36.7
E01001604,1529.0,13.5
E01001605,1615.0,7.2
E01001606,1701.0,6.4
E01001607,1573.0,17.9
E01001608,1452.0,14.3
E01001609,1701.0,22.0
E01001610,1763.0,12.9
E01001611,1698.0,18.9
E01001613,1781.0,20.0
E01001614,1414.0,8.6
E01001615,1862.0,20.2
E01001617,1700.0,8.8
E01001618,1861.0,23.6
E01001619,1871.0,14.7
E01001620,1571.0,31.7
E01001621,1653.0,31.9
E01001623,1819.0,24.7
E01001624,1555.0,25.3
E01001625,1658.0,40.6
E01001629,2443.0,30.4
E01001631,2248.0,34.1
E01001632,2478.0,18.6
E01001633,1649.0,34.2
E01001634,1709.0,41.7
E01001635,1592.0,23.2
E01001636,1824.0,25.7
E01001637,1911.0,27.1
E01001638,2074.0,28.1
E01001640,1953.0,30.6
E01001641,1948.0,16.3
E01001642,1800.0,11.5
E01001644,2553.0,17.3
E01001645,1746.0,27.9
E01001646,3067.0,25.0
E01001647,1468.0,21.6
E01001648,1783.0,19.2
E01001649,1548.0,35.2
E01001650,1805.0,32.0
E01001651,1892.0,43.6
E01001652,1633.0,17.5
E01001653,1602.0,40.9
E01001654,1702.0,39.9
E01001655,1675.0,42.5
E01001656,1431.0,18.3
E01001657,1820.0,11.3
E01001658,1747.0,18.2
E01001659,1450.0,20.7
E01001660,1620.0,33.6
E01001661,1642.0,35.1
E01001662,2205.0,22.1
E01001664,2032.0,21.3
E01001665,2079.0,17.2
E01001666,1495.0,25.3
E01001667,1278.0,42.6
E01001668,2633.0,26.9
E01001669,2288.0,27.8
E01001671,1671.0,22.9
E01001672,1973.0,27.1
E01001673,2082.0,35.9
E01001674,2161.0,22.1
E01001675,2004.0,28.7
E01001676,1899.0,28.3
E01001677,2236.0,19.7
E01001678,1830.0,14.1
E01001679,1422.0,13.5
E01001680,1576.0,8.9
E01001681,1235.0,18.3
E01001682,1429.0,18.2
E01001683,1609.0,22.8
E01001684,1433.0,24.7
E01001685,1577.0,17.3
E01001686,1881.0,20.5
E01001687,1823.0,35.7
E01001688,2841.0,26.6
E01001690,2129.0,29.7
E01001692,1537.0,30.0
E01001693,1815.0,33.7
E01001694,1946.0,23.2
E01001695,1536.0,36.8
E01001696,1838.0,36.8
E01001697,2445.0,33.9
E01001698,1899.0,29.5
E01001699,1739.0,24.7
E01001700,2050.0,31.1
E01001701,1922.0,29.4
E01001702,1580.0,37.9
E01001703,1955.0,31.8
E01001704,1696.0,23.5
E01001705,2243.0,32.6
E01001706,1260.0,39.5
E01001708,1732.0,20.6
E01001709,956.0,37.3
E01001710,1819.0,33.5
E01001711,1390.0,27.8
E01001712,2203.0,31.3
E01001713,876.0,37.1
E01001714,1762.0,44.2
E01001715,1460.0,28.3
E01001716,1796.0,37.1
E01001717,1228.0,27.5
E01001718,1921.0,20.1
E01001719,1674.0,35.7
E01001720,1886.0,19.8
E01001722,2418.0,31.7
E01001723,2080.0,22.8
E01001724,2547.0,25.3
E01001725,1848.0,26.6
E01001726,1385.0,32.8
E01001727,1932.0,22.6
E01001728,2202.0,30.6
E01001729,2201.0,42.0
E01001730,2338.0,45.8
E01001731,3177.0,31.2
E01001732,2110.0,39.1
E01001733,1853.0,32.4
E01001734,1958.0,36.3
E01001735,1573.0,35.2
E01001736,1617.0,21.5
E01001737,1756.0,24.6
E01001738,1988.0,22.9
E01001739,2040.0,25.8
E01001740,1451.0,43.9
E01001741,1561.0,17.8
E01001742,1945.0,29.0
E01001744,2120.0,32.0
E01001745,2261.0,36.8
E01001746,1644.0,35.3
E01001747,2556.0,31.1
E01001748,3087.0,32.8
E01001749,1497.0,31.1
E01001750,2342.0,36.0
E01001751,1759.0,18.7
E01001752,3066.0,26.8
E01001753,1702.0,35.9
E01001754,3746.0,31.5
E01001755,1765.0,40.1
E01001756,2309.0,23.4
E01001757,1790.0,31.9
E01001758,2577.0,38.9
E01001759,1933.0,28.9
E01001760,1980.0,39.2
E01001761,1850.0,47.2
E01001762,2079.0,27.1
E01001763,2447.0,22.1
E01001764,2008.0,28.7
E01001765,1875.0,43.4
E01001767,1749.0,34.0
E01001768,1932.0,24.3
E01001769,1593.0,26.8
E01001770,1906.0,34.3
E01001772,1475.0,41.8
E01001773,2731.0,38.2
E01001774,2252.0,28.2
E01001775,1928.0,39.3
E01001776,1735.0,45.9
E01001777,2389.0,34.3
E01001779,2226.0,30.6
E01001780,1900.0,37.7
E01001781,1707.0,44.7
E01001782,3071.0,21.1
E01001783,1917.0,38.6
E01001784,2505.0,26.6
E01001785,1572.0,30.7
E01001786,2118.0,37.9
E01001787,1576.0,43.4
E01001788,1536.0,42.5
E01001789,1737.0,27.7
E01001790,1218.0,52.0
E01001791,1482.0,32.2
E01001792,2043.0,32.7
E01001793,1790.0,24.9
E01001794,2013.0,26.5
E01001795,1450.0,31.5
E01001796,1872.0,28.4
E01001798,1858.0,46.4
E01001799,1779.0,26.5
E01001800,1976.0,39.2
E01001801,1605.0,31.4
E01001802,1353.0,33.5
E01001803,1993.0,15.7
E01001804,1657.0,26.5
E01001805,1271.0,27.2
E01001806,1542.0,30.0
E01001807,2048.0,29.1
E01001808,2194.0,30.9
E01001809,2278.0,26.7
E01001811,1576.0,48.6
E01001812,2042.0,29.8
E01001813,1670.0,48.5
E01001814,1631.0,32.7
E01001815,1939.0,36.8
E01001816,1655.0,25.2
E01001819,1740.0,27.9
E01001820,1491.0,41.0
E01001821,1456.0,43.2
E01001822,1794.0,45.7
E01001823,2034.0,28.3
E01001824,2004.0,33.9
E01001825,1535.0,26.9
E01001826,1856.0,34.3
E01001827,2232.0,36.9
E01001828,2266.0,34.2
E01001829,1812.0,16.5
E01001830,2063.0,32.4
E01001831,1660.0,29.2
E01001832,1729.0,28.1
E01001833,2542.0,31.8
E01001834,2016.0,30.8
E01001835,1242.0,21.3
E01001836,2181.0,26.2
E01001837,1583.0,17.1
E01001838,1734.0,46.4
E01001839,2896.0,38.8
E01001840,1722.0,40.0
E01001841,1592.0,31.7
E01001842,1547.0,39.5
E01001843,1330.0,32.0
E01001844,2208.0,26.9
E01001845,1563.0,51.0
E01001846,1332.0,46.7
E01001847,1514.0,56.3
E01001848,1802.0,39.9
E01001849,2818.0,34.1
E01001850,1739.0,43.0
E01001851,1572.0,13.3
E01001852,1704.0,16.8
E01001853,1446.0,20.8
E01001854,1745.0,19.3
E01001855,1580.0,18.4
E01001856,1571.0,31.5
E01001857,1419.0,40.0
E01001858,1883.0,30.7
E01001859,2679.0,20.2
E01001860,1825.0,31.9
E01001861,1425.0,30.2
E01001862,1861.0,32.7
E01001863,1512.0,19.0
E01001864,1477.0,28.8
E01001865,1781.0,13.6
E01001866,1530.0,14.1
E01001867,1293.0,13.7
E01001868,1177.0,35.9
E01001869,1763.0,14.3
E01001870,1724.0,16.9
E01001871,1617.0,12.3
E01001872,1444.0,15.6
E01001873,1422.0,22.7
E01001874,2710.0,23.9
E01001875,1720.0,33.5
E01001876,2267.0,37.3
E01001877,1310.0,33.3
E01001878,1577.0,34.8
E01001879,1435.0,22.6
E01001880,1518.0,21.1
E01001881,1860.0,14.9
E01001882,1721.0,13.5
E01001883,1696.0,23.4
E01001884,1857.0,26.0
E01001885,1199.0,50.6
E01001886,1396.0,25.9
E01001887,1434.0,23.2
E01001888,1580.0,10.8
E01001889,1342.0,19.9
E01001890,1828.0,13.7
E01001891,2397.0,11.4
E01001892,1298.0,28.4
E01001893,1283.0,33.8
E01001894,1295.0,30.4
E01001895,1420.0,19.5
E01001896,1596.0,22.0
E01001897,1353.0,15.5
E01001898,1721.0,22.2
E01001899,1459.0,43.2
E01001900,1646.0,36.3
E01001901,1698.0,10.8
E01001902,1616.0,15.7
E01001903,1418.0,25.6
E01001904,1567.0,9.5
E01001905,1681.0,7.1
E01001906,1397.0,9.6
E01001907,1225.0,11.6
E01001908,1560.0,17.0
E01001909,1841.0,22.5
E01001910,1366.0,18.4
E01001911,1729.0,34.6
E01001912,1555.0,35.5
E01001913,1368.0,10.8
E01001914,1681.0,20.0
E01001915,1652.0,12.9
E01001916,1470.0,6.8
E01001917,1416.0,15.6
E01001918,1488.0,10.5
E01001919,1538.0,8.6
E01001920,1405.0,31.1
E01001921,1530.0,19.1
E01001922,1714.0,12.1
E01001923,1580.0,17.6
E01001924,1820.0,9.2
E01001925,1755.0,9.0
E01001926,1524.0,6.6
E01001927,1439.0,9.5
E01001928,1652.0,20.6
E01001929,1272.0,12.3
E01001930,1843.0,31.0
E01001931,1286.0,18.5
E01001932,1601.0,25.9
E01001933,1322.0,20.9
E01001934,1849.0,23.8
E01001935,2029.0,17.0
E01001937,1906.0,13.3
E01001938,1572.0,27.5
E01001939,1821.0,21.1
E01001940,1474.0,34.8
E01001941,1697.0,30.2
E01001942,1793.0,24.2
E01001943,2169.0,33.0
E01001944,1722.0,43.0
E01001945,1613.0,25.1
E01001946,1667.0,22.0
E01001947,1484.0,37.6
E01001948,1933.0,14.6
E01001949,1575.0,8.0
E01001950,1526.0,9.7
E01001951,1531.0,17.4
E01001952,1627.0,15.7
E01001953,1262.0,22.1
E01001954,1460.0,27.4
E01001955,1970.0,38.0
E01001956,1572.0,27.3
E01001957,1567.0,38.8
E01001958,1548.0,38.7
E01001959,1872.0,40.1
E01001960,1887.0,18.4
E01001961,1435.0,41.8
E01001962,1779.0,15.5
E01001963,1735.0,8.6
E01001964,1542.0,14.8
E01001965,1644.0,11.3
E01001966,1416.0,13.3
E01001967,1516.0,8.9
E01001968,1695.0,11.2
E01001969,2104.0,27.0
E01001970,2069.0,27.0
E01001971,1969.0,37.9
E01001972,1674.0,26.4
E01001973,2548.0,18.3
E01001974,2314.0,19.5
E01001975,2034.0,21.3
E01001976,1671.0,37.9
E01001977,1556.0,41.1
E01001978,1974.0,40.4
E01001979,2423.0,41.5
E01001980,1894.0,28.5
E01001981,1770.0,29.7
E01001982,1843.0,32.0
E01001983,1559.0,27.6
E01001984,1702.0,19.6
E01001985,1678.0,10.0
E01001986,1480.0,12.4
E01001987,1761.0,9.5
E01001988,1635.0,16.1
E01001989,1642.0,14.8
E01001990,1972.0,15.6
E01001991,1800.0,15.0
E01001992,1698.0,7.6
E01001993,1563.0,6.7
E01001994,1646.0,10.1
E01001995,2465.0,26.2
E01001996,1705.0,9.7
E01001997,1570.0,14.7
E01001998,2203.0,17.5
E01001999,2249.0,26.6
E01002000,1753.0,18.7
E01002001,1625.0,20.7
E01002002,1852.0,38.7
E01002003,2612.0,36.8
E01002004,2005.0,18.4
E01002005,1479.0,16.1
E01002006,1490.0,15.6
E01002007,1510.0,11.8
E01002008,1378.0,9.1
E01002009,1512.0,12.3
E01002010,1528.0,20.1
E01002011,1556.0,21.5
E01002013,1332.0,12.1
E01002014,1634.0,21.6
E01002015,1354.0,26.3
E01002016,1709.0,21.6
E01002017,1780.0,23.5
E01002018,1395.0,26.7
E01002019,1333.0,7.7
E01002020,1540.0,17.2
E01002021,1296.0,10.4
E01002022,2135.0,14.4
E01002023,1301.0,15.5
E01002024,1224.0,17.8
E01002025,1481.0,7.9
E01002026,1794.0,46.3
E01002027,1577.0,29.9
E01002028,1792.0,27.1
E01002029,2005.0,36.3
E01002030,1772.0,21.7
E01002031,2189.0,33.2
E01002032,1874.0,37.5
E01002033,1902.0,38.5
E01002034,2556.0,51.4
E01002036,1787.0,55.0
E01002037,2108.0,44.9
E01002038,1935.0,46.6
E01002039,1637.0,55.4
E01002040,2305.0,46.4
E01002041,1979.0,38.0
E01002042,1645.0,18.7
E01002043,2193.0,27.4
E01002044,1865.0,23.9
