LSOA11CD,population,IMD score
E01004091,1290.0,4.6
E01004092,1461.0,7.5
E01004093,1653.0,5.4
E01004094,1799.0,4.5
E01004095,1523.0,5.6
E01004096,1515.0,18.9
E01004097,1754.0,4.8
E01004098,1300.0,6.0
E01004099,1596.0,21.1
E01004100,1550.0,7.4
E01004101,1412.0,4.7
E01004102,1524.0,10.8
E01004103,1760.0,8.2
E01004104,1545.0,4.1
E01004105,1979.0,5.1
E01004106,1639.0,3.1
E01004107,1604.0,12.5
E01004108,2090.0,13.1
E01004109,1692.0,14.7
E01004110,2100.0,9.2
E01004111,1602.0,10.4
E01004112,1651.0,2.8
E01004114,1715.0,4.7
E01004115,1801.0,6.2
E01004116,1675.0,6.4
E01004117,1365.0,4.1
E01004118,1899.0,9.8
E01004119,1417.0,9.6
E01004120,1553.0,4.8
E01004121,1659.0,8.3
E01004122,1397.0,5.3
E01004123,2342.0,28.2
E01004124,2021.0,23.2
E01004125,1612.0,31.6
E01004126,1490.0,31.4
E01004127,1875.0,19.8
E01004128,1498.0,23.7
E01004129,1981.0,34.1
E01004130,1623.0,10.2
E01004131,1804.0,11.2
E01004132,1514.0,6.6
E01004133,1458.0,6.5
E01004134,1508.0,11.8
E01004135,1463.0,7.6
E01004136,1539.0,8.4
E01004137,2077.0,16.0
E01004138,1743.0,14.2
E01004139,1490.0,9.6
E01004140,1763.0,34.0
E01004141,1726.0,21.1
E01004142,3246.0,26.0
E01004143,1497.0,11.8
E01004144,1803.0,8.8
E01004145,2271.0,12.3
E01004146,1918.0,12.5
E01004147,1546.0,9.4
E01004148,1828.0,23.4
E01004149,1943.0,10.0
E01004150,1820.0,21.6
E01004151,1947.0,14.9
E01004152,1887.0,14.9
E01004153,1978.0,13.1
E01004154,1445.0,4.9
E01004155,1838.0,8.1
E01004156,1897.0,9.0
E01004157,1232.0,3.3
E01004158,1597.0,7.9
E01004159,1574.0,14.2
E01004160,1655.0,9.3
E01004161,1566.0,8.0
E01004162,1616.0,11.5
E01004163,1693.0,14.6
E01004164,1442.0,12.1
E01004165,1851.0,16.4
E01004166,1601.0,11.4
E01004167,1459.0,31.4
E01004168,1582.0,8.7
E01004169,1707.0,27.2
E01004170,2304.0,10.2
E01004171,1582.0,6.4
E01004172,1891.0,20.9
E01004173,1325.0,13.6
E01004174,1551.0,17.3
E01004175,1781.0,10.9
E01004176,1554.0,11.9
E01004177,2037.0,18.9
E01004178,2471.0,17.2
E01004179,1627.0,7.2
E01004180,1701.0,5.0
E01004181,1721.0,16.5
E01004182,1704.0,25.1
E01004183,1785.0,28.5
E01004184,1714.0,29.8
E01004185,1650.0,43.2
E01004186,1799.0,13.8
E01004187,1645.0,22.5
E01004188,1291.0,14.0
E01004189,2048.0,28.6
E01004190,1388.0,4.7
E01004191,1964.0,7.8
E01004192,2032.0,11.3
E01004193,3136.0,12.4
E01004194,1632.0,11.0
E01004195,1790.0,9.5
E01004196,1563.0,5.8
E01004197,3328.0,27.5
E01004198,1613.0,42.1
E01004199,1785.0,43.9
E01004200,1719.0,27.2
E01004201,1775.0,25.9
E01004202,2055.0,25.4
E01004203,1914.0,28.3
E01004204,1932.0,34.0
E01004205,2405.0,37.9
E01004206,1515.0,43.1
E01004207,1526.0,34.8
E01004208,2681.0,25.1
E01004209,1476.0,42.5
E01004211,1731.0,31.5
E01004212,2730.0,24.9
E01004214,1771.0,35.6
E01004215,3343.0,17.4
E01004216,2041.0,14.1
E01004217,2311.0,22.5
E01004218,2012.0,12.7
E01004219,2521.0,33.7
E01004221,2260.0,19.0
E01004222,3015.0,37.7
E01004223,2511.0,35.5
E01004224,2051.0,31.2
E01004225,2928.0,20.8
E01004226,1478.0,28.6
E01004228,2190.0,21.9
E01004229,1654.0,25.7
E01004230,2299.0,27.8
E01004231,1953.0,32.5
E01004232,1915.0,20.7
E01004233,2313.0,31.1
E01004234,2285.0,24.2
E01004235,1323.0,32.6
E01004236,1684.0,38.7
E01004237,1592.0,29.7
E01004238,2707.0,30.7
E01004239,1764.0,41.3
E01004240,1899.0,31.7
E01004241,1842.0,36.9
E01004242,2603.0,26.7
E01004243,1297.0,36.1
E01004244,2218.0,43.2
E01004245,2182.0,46.5
E01004246,1893.0,29.9
E01004247,2765.0,41.7
E01004248,1909.0,43.1
E01004249,2581.0,43.1
E01004250,1733.0,39.6
E01004251,2709.0,28.7
E01004252,3528.0,35.2
E01004253,2218.0,28.2
E01004254,2447.0,18.7
E01004255,1828.0,34.7
E01004256,1950.0,35.6
E01004257,2406.0,33.0
E01004258,1693.0,22.0
E01004259,1865.0,26.2
E01004260,2007.0,32.2
E01004261,1531.0,25.8
E01004262,996.0,29.3
E01004263,1559.0,33.0
E01004264,1596.0,34.3
E01004266,1647.0,26.9
E01004267,2325.0,33.0
E01004268,1917.0,34.4
E01004269,2867.0,32.2
E01004270,2957.0,22.3
E01004271,2297.0,31.0
E01004272,2603.0,35.1
E01004273,1504.0,36.8
E01004274,2191.0,24.2
E01004275,2486.0,13.8
E01004276,2572.0,5.4
E01004277,1860.0,7.9
E01004280,2125.0,25.1
E01004281,2121.0,8.2
E01004283,2644.0,29.6
E01004284,3917.0,31.4
E01004285,2545.0,39.7
E01004286,2623.0,36.5
E01004287,2459.0,29.9
E01004288,1836.0,38.0
E01004289,2182.0,34.6
E01004290,2088.0,28.6
E01004291,2399.0,9.9
E01004292,2065.0,7.7
E01004293,2403.0,8.8
E01004294,2435.0,18.6
E01004295,1970.0,31.1
E01004296,1586.0,26.1
E01004297,2071.0,9.3
E01004298,1753.0,41.3
E01004300,1577.0,36.7
E01004301,1359.0,35.8
E01004302,2366.0,25.3
E01004303,3220.0,24.0
E01004304,2215.0,38.5
E01004305,2209.0,30.9
E01004306,1591.0,36.7
E01004307,1263.0,14.0
E01004308,1543.0,28.8
E01004309,3471.0,38.5
E01004310,2005.0,37.3
E01004311,1861.0,38.8
E01004312,1609.0,39.6
E01004313,2367.0,24.6
E01004314,1196.0,21.6
E01004315,1858.0,32.6
E01004316,1157.0,39.1
E01004317,3930.0,27.6
E01004318,1798.0,35.9
E01004319,2183.0,32.6
E01004321,2120.0,33.8
E01004322,1552.0,32.3
E01004323,1570.0,27.8
E01004324,1608.0,37.5
E01004325,2634.0,24.5
E01004326,2025.0,26.3
E01004327,1179.0,30.1
E01004328,2025.0,23.2
E01004329,1968.0,23.7
E01004330,1776.0,16.9
E01004331,1847.0,22.8
E01004332,2007.0,28.2
E01004333,1867.0,27.9
E01004334,1590.0,44.7
E01004335,1672.0,39.7
E01004336,1797.0,24.3
E01004337,1984.0,26.1
E01004338,1826.0,19.4
E01004339,1892.0,24.5
E01004340,1727.0,43.2
E01004341,2115.0,32.1
E01004342,2492.0,22.4
E01004343,1873.0,15.8
E01004344,1922.0,30.5
E01004345,1967.0,20.9
E01004346,1865.0,18.2
E01004347,2237.0,15.5
E01004348,3040.0,18.2
E01004349,1497.0,29.9
E01004350,1873.0,28.6
E01004351,1586.0,15.0
E01004352,1814.0,10.4
E01004353,1791.0,16.1
E01004354,1914.0,13.6
E01004355,1670.0,25.2
E01004356,1636.0,25.9
E01004357,1530.0,17.6
E01004358,1790.0,22.1
E01004359,1705.0,12.7
E01004360,1313.0,13.1
E01004361,1244.0,15.4
E01004362,1700.0,23.3
E01004363,1552.0,19.4
E01004364,1955.0,32.0
E01004365,2371.0,29.3
E01004366,2068.0,19.6
E01004367,1561.0,27.3
E01004368,1930.0,21.8
E01004369,1839.0,15.8
E01004370,2183.0,14.5
E01004371,1763.0,20.6
E01004372,2013.0,11.8
E01004373,1939.0,25.6
E01004374,2072.0,17.1
E01004375,2000.0,20.8
E01004376,2163.0,22.2
E01004377,1804.0,19.8
E01004378,2000.0,23.0
E01004379,1808.0,11.8
E01004380,1574.0,22.7
E01004381,2041.0,15.4
E01004382,1784.0,38.7
E01004383,1660.0,15.0
E01004384,2104.0,32.1
E01004385,1445.0,33.5
E01004386,1710.0,8.9
E01004387,1400.0,7.2
E01004388,1683.0,19.4
E01004389,1723.0,31.0
E01004390,1545.0,35.0
E01004391,2102.0,21.3
E01004392,2583.0,26.2
E01004393,2150.0,21.8
E01004394,1907.0,36.0
E01004395,1626.0,17.3
E01004396,1948.0,19.9
E01004397,2722.0,26.9
E01004398,1941.0,37.9
E01004399,1822.0,47.5
E01004400,1883.0,29.2
E01004401,2424.0,22.2
E01004402,1856.0,32.7
E01004403,1418.0,30.8
E01004404,2219.0,28.7
E01004405,1661.0,28.4
E01004406,1915.0,22.5
E01004407,2193.0,41.2
E01004408,1623.0,23.3
E01004409,1670.0,27.4
E01004410,1902.0,34.2
E01004411,1780.0,26.5
E01004412,1765.0,18.4
E01004413,1543.0,32.2
E01004414,1797.0,21.5
E01004415,1604.0,26.4
E01004416,1705.0,23.0
E01004417,1833.0,23.1
E01004418,1737.0,19.4
E01004419,1429.0,21.1
E01004420,2173.0,42.1
E01004421,2307.0,25.0
E01004422,2039.0,26.9
E01004423,2106.0,36.0
E01004424,1976.0,37.3
E01004425,2083.0,25.8
E01004426,1778.0,25.4
E01004427,2121.0,21.6
E01004428,2008.0,39.6
E01004429,2015.0,23.3
E01004430,2475.0,24.4
E01004432,1896.0,26.4
E01004434,2003.0,27.8
E01004435,2370.0,29.0
E01004436,1933.0,26.6
E01004437,2074.0,25.7
E01004438,2284.0,20.9
E01004439,1763.0,19.0
E01004440,2318.0,25.9
E01004441,1706.0,18.8
E01004442,1786.0,13.8
E01004443,1947.0,31.4
E01004444,2783.0,34.3
E01004445,1760.0,28.8
E01004446,2082.0,23.4
E01004447,1847.0,16.8
E01004448,1950.0,26.7
E01004449,1868.0,46.3
E01004450,1680.0,15.9
E01004451,1862.0,16.1
E01004452,1940.0,24.8
E01004453,1750.0,25.8
E01004454,1969.0,24.4
E01004455,1744.0,29.4
E01004456,1630.0,42.7
E01004457,1820.0,20.5
E01004458,2077.0,26.2
E01004459,1671.0,43.4
E01004460,1848.0,29.8
E01004461,1780.0,15.2
E01004462,2035.0,23.8
E01004463,2062.0,15.0
E01004464,1595.0,37.5
E01004465,1537.0,18.1
E01004466,1608.0,14.8
E01004467,2470.0,29.6
E01004468,1743.0,17.9
E01004469,1748.0,39.5
E01004470,1471.0,34.3
E01004471,1859.0,32.8
E01004472,1842.0,9.9
E01004473,1700.0,11.9
E01004474,1969.0,17.5
E01004475,1482.0,16.0
E01004476,1910.0,13.6
E01004477,1693.0,5.1
E01004478,1645.0,4.4
E01004479,1689.0,10.2
E01004480,1832.0,7.2
E01004481,1545.0,15.2
E01004482,1586.0,15.1
E01004483,2026.0,14.0
E01004484,1403.0,18.3
E01004485,1585.0,16.1
E01004486,1318.0,17.6
E01004487,1449.0,21.4
E01004488,1380.0,14.6
E01004489,1368.0,26.9
E01004490,1577.0,7.2
E01004491,1751.0,14.2
E01004492,1699.0,15.5
E01004493,1976.0,13.6
E01004494,1706.0,19.1
E01004495,1472.0,23.5
E01004496,1935.0,12.0
E01004497,1416.0,16.4
E01004498,1622.0,8.7
E01004499,1570.0,13.8
E01004500,1991.0,10.9
E01004501,1549.0,17.7
E01004502,1724.0,9.4
E01004503,1730.0,18.5
E01004504,1472.0,9.8
E01004505,1735.0,7.8
E01004506,2153.0,9.5
E01004507,2406.0,8.7
E01004508,2415.0,10.8
E01004509,2674.0,15.8
E01004510,2229.0,8.8
E01004511,1517.0,8.1
E01004512,1459.0,12.5
E01004513,1890.0,18.3
E01004514,1736.0,9.3
E01004515,1755.0,14.8
E01004516,1814.0,12.3
E01004517,2459.0,14.9
E01004518,1809.0,13.0
E01004519,1815.0,16.6
E01004520,1413.0,16.5
E01004521,2296.0,16.4
E01004522,1648.0,18.3
E01004523,1832.0,19.1
E01004524,1896.0,35.0
E01004525,1896.0,21.6
E01004526,1898.0,22.8
E01004527,1571.0,15.3
E01004528,1660.0,28.7
E01004529,2270.0,13.5
E01004530,1834.0,15.2
E01004531,1711.0,25.3
E01004532,1430.0,16.1
E01004533,1322.0,27.0
E01004534,1879.0,13.5
E01004535,1786.0,37.7
E01004536,2776.0,23.5
E01004537,1846.0,33.4
E01004538,2228.0,25.1
E01004539,2118.0,34.1
E01004540,2115.0,26.4
E01004541,1617.0,38.6
E01004542,1630.0,7.0
E01004543,1690.0,7.9
E01004544,1467.0,12.1
E01004545,1726.0,10.6
E01004546,1430.0,6.6
E01004547,1410.0,20.3
E01004548,1983.0,17.5
E01004549,1665.0,19.3
E01004550,1503.0,13.2
E01004551,1836.0,17.5
E01004552,2344.0,10.7
E01004553,1910.0,11.3
E01004554,1802.0,6.5
E01004555,1790.0,4.8
E01004556,1919.0,4.7
E01004557,1767.0,8.3
E01004558,1993.0,5.8
E01004559,1474.0,7.6
E01004560,2178.0,17.4
E01004562,1373.0,29.9
E01004563,2263.0,30.5
E01004564,1793.0,18.5
E01004565,1672.0,19.3
E01004566,1734.0,11.7
E01004567,2457.0,31.6
E01004568,1850.0,23.7
E01004569,2497.0,24.7
E01004570,2003.0,33.6
E01004571,2172.0,24.6
E01004572,1956.0,23.0
E01004573,1790.0,27.3
E01004574,1901.0,34.9
E01004575,1758.0,29.4
E01004576,1641.0,26.6
E01004577,2054.0,14.3
E01004579,1716.0,18.9
E01004580,2128.0,18.7
E01004581,1883.0,15.4
E01004582,2365.0,9.0
E01004583,1995.0,12.3
E01004584,1821.0,32.1
E01004585,1960.0,10.1
E01004586,2053.0,10.2
E01004587,1995.0,8.5
E01004588,1995.0,12.9
E01004589,1952.0,7.6
E01004590,1910.0,25.4
E01004591,1937.0,18.6
E01004592,1747.0,25.6
E01004593,1858.0,8.5
E01004594,1601.0,5.2
E01004595,1808.0,8.2
E01004596,1592.0,6.1
E01004597,1835.0,12.0
E01004598,1952.0,8.3
E01004599,1617.0,3.6
E01004600,2673.0,27.9
E01004601,2383.0,19.4
E01004602,1684.0,9.6
E01004604,1638.0,7.8
E01004605,1755.0,12.6
E01004606,1689.0,6.0
E01004607,1795.0,6.9
E01004608,1699.0,15.7
E01004609,2092.0,11.2
E01004610,1891.0,19.9
E01004611,1531.0,15.9
E01004612,1648.0,21.0
E01004613,1510.0,32.5
E01004614,2204.0,17.5
E01004615,1807.0,37.1
E01004616,2174.0,16.2
E01004617,1975.0,22.7
E01004618,1465.0,13.3
E01004619,1462.0,13.6
E01004620,1743.0,13.6
E01004621,1681.0,16.2
E01004622,1925.0,21.1
E01004623,1737.0,8.8
E01004624,1520.0,19.5
E01004625,1420.0,7.6
E01004626,1884.0,14.0
E01004627,1711.0,10.1
E01004628,2296.0,23.4
E01004629,1619.0,8.7
E01004630,1779.0,29.9
E01004631,1674.0,20.8
E01004632,1506.0,8.4
E01004633,1537.0,26.3
E01004634,1431.0,12.9
E01004635,1553.0,13.2
E01004636,1563.0,15.7
E01004637,1466.0,14.9
E01004638,1487.0,6.7
E01004639,1730.0,10.4
E01004640,1723.0,5.2
E01004641,1938.0,19.7
E01004642,2275.0,22.2
E01004643,2426.0,21.8
E01004644,2467.0,18.2
E01004645,2163.0,28.7
E01004646,2296.0,14.4
E01004647,2083.0,16.3
E01004648,3006.0,10.5
E01004649,2510.0,6.4
E01004650,2882.0,6.0
E01004651,2990.0,9.2
E01004652,2176.0,15.9
E01004653,2161.0,10.8
E01004654,2902.0,12.8
E01004656,2509.0,23.6
E01004657,1720.0,11.5
E01004658,1991.0,15.6
E01004659,2338.0,7.6
E01004660,2572.0,8.6
E01004661,2571.0,20.2
E01004662,2356.0,12.0
E01004663,1881.0,18.0
E01004665,1775.0,36.5
E01004666,1182.0,26.1
E01004667,1728.0,30.1
E01004668,1676.0,18.4
E01004669,1854.0,30.9
E01004670,2971.0,48.0
E01004674,2272.0,34.3
E01004675,2560.0,33.0
E01004676,1852.0,21.2
E01004677,2035.0,22.9
E01004678,2137.0,24.7
E01004679,2403.0,32.1
E01004680,1581.0,11.0
E01004681,2483.0,12.1
E01004682,1255.0,14.2
E01004683,1855.0,8.6
E01004684,1962.0,21.3
E01004686,1683.0,23.8
E01004687,1899.0,7.0
E01004688,1559.0,5.3
E01004689,1715.0,16.0
E01004690,1862.0,5.4
E01004691,1844.0,11.0
E01004692,1746.0,6.6
E01004693,1819.0,12.6
E01004694,2283.0,8.5
E01004695,1551.0,12.7
E01004696,1804.0,32.4
E01004697,1903.0,16.2
E01004698,2030.0,20.0
E01004699,2572.0,14.7
E01004700,2192.0,11.3
E01004701,1875.0,9.4
E01004702,2878.0,42.1
E01004703,2890.0,10.5
E01004705,1853.0,5.3
E01004706,1785.0,7.4
E01004707,2253.0,3.9
E01004708,1757.0,22.9
E01004709,1877.0,20.1
E01004710,1603.0,31.1
E01004711,2172.0,24.3
E01004712,2377.0,11.1
E01004713,2356.0,7.5
E01004714,2629.0,10.3
E01004715,1740.0,15.8
E01004716,1953.0,7.4
E01004717,1985.0,12.0
E01004718,2068.0,29.8
E01004719,2112.0,28.6
E01004720,2174.0,32.0
E01004721,2238.0,38.5
E01004722,2603.0,36.0
E01004723,2560.0,29.3
E01004724,2319.0,10.9
E01004725,1740.0,27.2
E01004726,2306.0,9.4
E01004727,3862.0,10.1
E01004728,2025.0,14.9
E01004729,2040.0,25.6
E01004730,2262.0,6.6
E01004731,2688.0,10.0
E01004732,1742.0,43.7
E01004733,1755.0,18.2
E01004734,1825.0,30.2
E01004735,1426.0,35.3
E01004736,2155.0,9.7
E01004737,1500.0,20.2
E01004738,1894.0,9.5
E01004739,1676.0,9.4
E01004740,1759.0,33.6
E01004741,1518.0,20.6
E01004742,1652.0,11.2
E01004743,1868.0,20.8
E01004744,1628.0,25.5
E01004745,3220.0,16.2
E01004746,1651.0,27.7
E01004747,2625.0,22.2
E01004748,1839.0,8.8
E01004749,3182.0,13.2
E01004750,1779.0,18.9
E01004751,2107.0,10.4
E01004752,1823.0,22.5
E01004753,1948.0,16.4
E01004754,1958.0,45.9
E01004755,2847.0,28.6
E01004756,1950.0,22.8
E01004757,1930.0,40.5
E01004760,1794.0,25.0
E01004761,2356.0,8.5
E01004762,2902.0,10.5
E01004763,3030.0,23.4
E01004765,2687.0,18.7
E01032512,3051.0,43.7
E01032513,1394.0,35.8
E01032562,1611.0,32.5
E01032563,1512.0,8.9
E01032564,1339.0,40.1
E01032565,1629.0,37.2
E01032566,1893.0,25.2
E01032567,1612.0,18.8
E01032568,1577.0,25.5
E01032569,1805.0,45.2
E01032570,1624.0,12.5
E01032572,1443.0,16.3
E01032573,1719.0,11.5
E01032574,2303.0,31.5
E01032575,1995.0,37.6
E01032576,1601.0,7.4
E01032577,1768.0,10.3
E01032579,1948.0,36.0
E01032580,1506.0,34.1
E01032581,1999.0,27.6
E01032582,1987.0,29.6
E01032583,1730.0,30.2
E01032584,1348.0,28.1
E01032623,1803.0,2.8
E01032637,1630.0,10.0
E01032638,1512.0,5.6
E01032639,2603.0,22.7
E01032640,1556.0,9.8
E01032646,1725.0,14.0
E01032719,1909.0,26.0
E01032720,1593.0,49.2
E01032722,2986.0,36.9
E01032739,1688.0,13.6
E01032740,1742.0,15.8
E01032741,985.0,18.7
E01032742,1593.0,18.5
E01032743,2360.0,27.4
E01032744,1564.0,33.8
E01032764,2449.0,22.2
E01032765,1931.0,28.2
E01032766,1958.0,19.8
E01032767,1476.0,11.9
E01032768,1918.0,12.9
E01032769,1606.0,18.0
E01032770,881.0,16.6
E01032771,1852.0,13.2
E01032772,1893.0,23.8
E01032773,0.0,14.4
E01032774,1665.0,30.2
E01032775,1406.0,9.4
E01032776,1928.0,9.8
E01032777,1668.0,18.5
E01032778,894.0,17.4
E01032779,2036.0,17.3
E01032780,1896.0,16.2
E01032781,1948.0,12.7
E01032782,2696.0,19.6
E01032783,1617.0,17.7
E01032784,2021.0,22.8
E01032785,1718.0,20.8
E01032786,1749.0,26.7
E01032787,2588.0,34.2
E01032788,1389.0,26.8
E01032789,1589.0,17.1
E01032790,1440.0,18.0
E01032803,1447.0,16.1
E01032805,2695.0,37.7
E01032834,1395.0,9.1
E01033000,1606.0,36.1
E01033030,2152.0,18.4
E01033081,1500.0,24.3
E01033082,1214.0,25.3
E01033083,1063.0,19.7
E01033084,2389.0,26.4
E01033085,2426.0,28.4
E01033086,1268.0,41.9
E01033093,1342.0,12.5
E01033098,1191.0,17.5
E01033099,1674.0,21.2
E01033100,1583.0,27.1
E01033101,2663.0,8.3
E01033132,833.0,29.5
E01033133,1490.0,12.8
E01033135,1144.0,5.7
E01033146,1745.0,37.6
E01033148,2014.0,36.0
E01033150,1931.0,26.8
E01033151,1271.0,39.7
E01033153,2899.0,38.1
E01033207,1688.0,38.1
E01033208,2440.0,18.8
E01033320,1835.0,21.9
E01033322,1426.0,22.6
E01033324,1604.0,32.6
E01033325,1616.0,19.8
E01033327,2077.0,33.7
E01033341,1311.0,31.6
E01033424,890.0,23.1
E01033455,1518.0,42.1
E01033456,2391.0,52.9
E01033457,1657.0,20.2
E01033463,2842.0,13.6
E01033464,2855.0,29.7
E01033485,2140.0,33.9
E01033486,1127.0,37.6
E01033487,1520.0,10.7
E01033488,1064.0,33.0
E01033489,1540.0,12.5
E01033490,2177.0,19.6
E01033491,2520.0,29.1
E01033492,914.0,30.0
E01033493,1899.0,11.7
E01033494,1753.0,16.6
E01033568,2240.0,13.1
E01033569,2019.0,9.1
E01033570,2274.0,15.3
E01033571,1531.0,13.5
E01033572,2255.0,22.2
E01033573,2207.0,17.9
E01033574,1684.0,17.0
E01033575,1609.0,20.1
E01033576,1257.0,24.5
E01033577,1184.0,19.0
E01033578,1652.0,27.2
E01033579,1132.0,21.1
E01033580,2006.0,8.9
E01033581,1834.0,34.9
E01033582,1787.0,14.6
E01033583,3959.0,27.3
E01033584,1523.0,41.6
E01033585,2774.0,41.7
E01033586,1889.0,34.5
E01033587,1632.0,35.0
E01033588,1641.0,35.2
E01033589,2776.0,15.3
E01033590,1519.0,16.6
E01033591,2597.0,30.5
E01033592,1886.0,17.1
E01033593,28.0,26.9
E01033594,1449.0,29.3
E01033595,1508.0,17.6
E01033596,1566.0,25.7
E01033597,1297.0,26.9
E01033598,1495.0,52.2
E01033599,1728.0,30.6
E01033600,1483.0,10.9
E01033601,1696.0,32.2
E01033602,1988.0,41.0
E01033603,1513.0,38.1
E01033604,1521.0,33.5
E01033605,2142.0,40.5
E01033606,1243.0,14.0
E01033607,1322.0,22.2
E01033608,1646.0,15.1
E01033698,1086.0,34.4
E01033699,1482.0,33.6
E01033700,3225.0,30.2
E01033701,3154.0,47.5
E01033702,1754.0,35.8
E01033703,1554.0,34.2
E01033704,2550.0,26.6
E01033705,1793.0,31.7
E01033706,1800.0,32.5
E01033707,1365.0,32.5
E01033708,2424.0,20.1
E01033709,1824.0,33.7
E01033710,1718.0,24.7
E01033711,1151.0,22.2
E01033712,1836.0,33.4
E01033713,1503.0,35.0
E01033724,2701.0,10.1
E01033725,2799.0,21.6
E01033726,1345.0,33.6
E01033727,1620.0,19.5
E01033728,1992.0,9.3
E01033729,2491.0,25.1
E01033730,1486.0,17.4
E01033731,1706.0,11.7
E01033732,1138.0,25.8
E01033733,504.0,14.6
E01033734,2067.0,15.6
E01033735,1286.0,27.8
E01033736,883.0,10.5
E01033737,1629.0,33.8
E01033738,1770.0,22.3
E01033739,2019.0,19.1
E01033740,1819.0,20.3
E01033741,1917.0,19.6
E01033742,1705.0,13.1
E01033743,2330.0,21.0
E01033744,1810.0,29.4
E01033745,1987.0,22.1
E01033746,1389.0,21.8
